"client_id","first_name","last_name","gender","age","email","city","address","postal_code","country","citizenship","document_type","document_number","registration_date","last_seen"
e5da13d9-e056-41c6-a5ed-32c2902b337a,Elba,Pol,F,22,elba.pol84@example.com,Tacuarembó,Camino Maldonado 3693,"28131",Argentina,Argentina,Doc. Extranjero,SDBDW2PC,2023-06-04 00:00:00.000,2023-07-01 00:00:00.000
"1509d598-b11a-4331-a562-2aa999bed70a",Nilda,Rivas,F,18,nilda.rivas80@example.com,Montevideo,Av. Italia 1976,"99353",Uruguay,Uruguay,CI,"5476583-5",2024-04-08 00:00:00.000,2024-08-17 00:00:00.000
def55eaf-822c-4a78-9638-18c67091ac3c,Maribel,Larrea,F,40,maribel.larrea30@example.com,Melo,Av. 18 de Julio 4415,"75612",Uruguay,Uruguay,CI,"3997281-8",2024-03-16 00:00:00.000,2025-01-27 00:00:00.000
b4c8a38e-9a77-420d-93fd-7ef323c4b3fa,Reinaldo,Garzón,M,18,reinaldo.garzón29@example.com,Maldonado,Av. Rivera 2746,"80697",Uruguay,Uruguay,CI,"9897858-0",2024-01-07 00:00:00.000,2024-08-28 00:00:00.000
ba150853-371a-4b19-9c2e-e4fad86e31ef,Concepción,Barragán,F,31,concepción.barragán12@example.com,Salto,Camino Maldonado 5138,"41385",Uruguay,Uruguay,CI,"1971823-3",2024-08-24 00:00:00.000,2024-11-29 00:00:00.000
"126e2162-7e35-4640-b712-040aed261e59",Custodio,Menendez,M,22,custodio.menendez72@example.com,Salto,Av. Rivera 8827,"26483",Brasil,Brasil,Doc. Extranjero,ERTJ5PHT,2023-10-31 00:00:00.000,2025-06-16 00:00:00.000
"7183542e-693b-4294-8979-b3c3677db0cf",Lilia,Rivera,F,27,lilia.rivera61@example.com,Maldonado,Gral. Flores 8579,"69177",Argentina,Argentina,Doc. Extranjero,EIMVIHCW,2025-06-14 00:00:00.000,2025-07-23 00:00:00.000
"684e07ed-82cc-452d-967b-cd87dd91c723",Amancio,Luna,M,24,amancio.luna52@example.com,Salto,Rambla República 3999,"46500",Uruguay,Uruguay,CI,"9143903-3",2025-07-12 00:00:00.000,2025-07-25 00:00:00.000
ec73258e-0771-4fd3-9433-0db06a2ab05b,Berta,Criado,F,35,berta.criado41@example.com,Melo,Av. Rivera 6769,"34957",Uruguay,Uruguay,CI,"2582524-1",2024-06-30 00:00:00.000,2025-04-17 00:00:00.000
ec20d90c-cbd6-41a1-bb0e-5cd51d463883,Dora,Melero,F,32,dora.melero64@example.com,Tacuarembó,Gral. Flores 987,"98259",Uruguay,Uruguay,CI,"2651177-0",2024-11-05 00:00:00.000,2025-05-30 00:00:00.000
ba56d1af-2042-408f-ad87-1b57516d9553,Rodolfo,Pons,M,18,rodolfo.pons41@example.com,Las Piedras,Bulevar Artigas 8886,"68800",Uruguay,Uruguay,CI,"3351868-6",2023-07-30 00:00:00.000,2024-11-29 00:00:00.000
e2d13828-5905-48d5-b6c0-54f50287fdbf,Amada,Elías,F,32,amada.elías41@example.com,Salto,Gral. Flores 9116,"22833",Uruguay,Uruguay,CI,"1848731-8",2024-02-24 00:00:00.000,2025-05-17 00:00:00.000
df1057b9-5b50-4f58-ac18-1755acf12bef,Fausto,Barros,M,52,fausto.barros31@example.com,Tacuarembó,Gral. Flores 7986,"38016",Uruguay,Uruguay,CI,"7728339-0",2023-03-23 00:00:00.000,2023-04-21 00:00:00.000
f77e530f-e9ad-4da2-a9b6-ef7dad34a7b6,María,Ribes,M,43,maría.ribes59@example.com,Rivera,Av. Rivera 7554,"47388",Uruguay,Uruguay,CI,"8096887-8",2023-09-11 00:00:00.000,2025-04-27 00:00:00.000
fc82da22-1dca-441c-a4ed-db7bd2bc98fb,Sergio,Espada,M,36,sergio.espada34@example.com,Rivera,Bulevar Artigas 1058,"85914",Uruguay,Uruguay,CI,"2022698-5",2024-06-15 00:00:00.000,2025-04-30 00:00:00.000
"7deae020-83b0-4e07-897d-9b10752068ba",Esperanza,Fuentes,F,19,esperanza.fuentes74@example.com,Mercedes,Bulevar Artigas 1031,"76562",Uruguay,Uruguay,CI,"2344047-2",2023-04-18 00:00:00.000,2025-03-19 00:00:00.000
"2c598c71-89b1-46d9-9d95-14fa8f08a74c",Osvaldo,Almeida,M,23,osvaldo.almeida61@example.com,Salto,Rambla República 4133,"85880",Brasil,Brasil,Doc. Extranjero,VWPVS7HZ,2024-07-30 00:00:00.000,2024-09-28 00:00:00.000
"5af26344-de82-4371-a586-85dd0b2ec509",Griselda,Mateos,F,38,griselda.mateos26@example.com,Rivera,Gral. Flores 5280,"19508",Uruguay,Uruguay,CI,"1156287-7",2023-06-03 00:00:00.000,2025-03-09 00:00:00.000
"8e0828b6-a5a1-46fa-b87e-7c25f591c363",Ibán,Esparza,M,18,ibán.esparza78@example.com,Las Piedras,Rambla República 4445,"27361",Uruguay,Uruguay,CI,"6855396-1",2023-08-08 00:00:00.000,2024-10-25 00:00:00.000
dfd636dc-b5bd-4e76-afc9-8063ce14a3e3,Julieta,Benavent,F,24,julieta.benavent30@example.com,Melo,Av. Rivera 9000,"49651",Uruguay,Uruguay,CI,"9874152-0",2024-11-25 00:00:00.000,2025-06-09 00:00:00.000
"4cd20efa-1c0c-4578-8c6c-735a1803b88a",Virgilio,Fernández,M,39,virgilio.fernández27@example.com,Rivera,Av. 18 de Julio 1853,"82512",Uruguay,Uruguay,CI,"3607983-4",2023-04-18 00:00:00.000,2024-06-19 00:00:00.000
bcc13b42-8881-450f-b878-751f88078cd6,Maribel,Carbonell,F,18,maribel.carbonell36@example.com,Rivera,Rambla República 8104,"42914",Uruguay,Uruguay,CI,"1852264-1",2023-10-18 00:00:00.000,2025-06-03 00:00:00.000
"39685750-bfae-483a-be4d-f203ec4430c3",Graciela,Vives,F,49,graciela.vives15@example.com,Montevideo,Camino Maldonado 2243,"93507",Uruguay,Uruguay,CI,"5394880-2",2024-08-14 00:00:00.000,2024-11-30 00:00:00.000
"5bb3b6ce-4a01-4e38-b7fb-a84784abc23d",Anselma,Olivera,F,21,anselma.olivera81@example.com,Montevideo,Av. 18 de Julio 1332,"29536",Francia,Francia,Doc. Extranjero,T4UFEL62,2023-03-09 00:00:00.000,2023-03-21 00:00:00.000
"420afa91-feb9-4492-af06-d7c11a0aa05a",Silvestre,Bermúdez,M,35,silvestre.bermúdez97@example.com,Las Piedras,Av. Italia 1784,"56357",Uruguay,Uruguay,CI,"7817881-9",2023-05-15 00:00:00.000,2024-02-05 00:00:00.000
"28770266-6e58-4103-9371-e07afa8d50b5",Noé,Segarra,M,18,noé.segarra30@example.com,Paysandú,Gral. Flores 506,"33509",España,España,Doc. Extranjero,"0L7253J2",2025-03-11 00:00:00.000,2025-06-27 00:00:00.000
"8584a3f9-295d-47ef-bdb3-28e58fe90e44",Roque,Bonet,M,42,roque.bonet70@example.com,Las Piedras,Bulevar Artigas 7641,"55830",Francia,Francia,Doc. Extranjero,K2IAGL58,2024-03-13 00:00:00.000,2025-02-02 00:00:00.000
dfa6889c-5516-4a6d-a0d5-8da8cb6b5bef,Abril,Farré,F,28,abril.farré96@example.com,Mercedes,Camino Maldonado 552,"25118",Uruguay,Uruguay,CI,"5382463-2",2025-04-18 00:00:00.000,2025-05-05 00:00:00.000
"13338a97-9375-4021-b720-3e5da615ff7a",Jose Antonio,Gras,M,21,jose antonio.gras23@example.com,Tacuarembó,Camino Maldonado 5239,"67199",Uruguay,Uruguay,CI,"9580255-1",2023-08-09 00:00:00.000,2024-03-07 00:00:00.000
e5c0bd60-14f6-4bb5-bd3c-eba31cf16829,Hilda,Madrid,F,51,hilda.madrid15@example.com,Tacuarembó,Av. 18 de Julio 8618,"80575",Uruguay,Uruguay,CI,"4305700-5",2024-11-14 00:00:00.000,2025-08-25 00:00:00.000
"34f4672b-c64b-404a-b7ba-ab32a9b8bd7e",Ascensión,Batlle,F,42,ascensión.batlle89@example.com,Maldonado,Av. Italia 2141,"49363",Uruguay,Uruguay,CI,"9508103-4",2025-06-05 00:00:00.000,2025-08-24 00:00:00.000
"39279239-4be7-47ef-9806-3ad63a981692",Ana,Saavedra,F,46,ana.saavedra61@example.com,Rivera,Rambla República 2185,"35144",Uruguay,Uruguay,CI,"8053918-6",2024-05-19 00:00:00.000,2024-10-26 00:00:00.000
dbffceb0-9897-48e3-adff-062d880e1039,Isidora,Girona,F,18,isidora.girona61@example.com,Mercedes,Av. Rivera 106,"49829",Uruguay,Uruguay,CI,"5813613-3",2024-04-09 00:00:00.000,2025-03-26 00:00:00.000
d2b2676f-f2c0-4cb3-856d-c9de69d80f91,Ileana,Vicente,F,18,ileana.vicente66@example.com,Melo,Av. Italia 3601,"77000",Uruguay,Uruguay,CI,"8938746-2",2024-02-21 00:00:00.000,2025-05-07 00:00:00.000
"379fc804-b89f-4ce4-a09a-f74fabacbaad",Eufemia,Manjón,F,25,eufemia.manjón75@example.com,Maldonado,Av. 18 de Julio 3948,"98184",Uruguay,Uruguay,CI,"6207974-3",2023-07-06 00:00:00.000,2023-08-11 00:00:00.000
"7228b600-e6bf-4cda-bebb-c98b4c786473",Faustino,Rodríguez,M,37,faustino.rodríguez15@example.com,Las Piedras,Gral. Flores 1293,"69692",Uruguay,Uruguay,CI,"7953166-9",2024-11-21 00:00:00.000,2025-02-15 00:00:00.000
"83cca066-78a6-4fe6-992f-42b24adf3833",Lidia,Calvo,F,47,lidia.calvo61@example.com,Las Piedras,Bulevar Artigas 190,"23970",Uruguay,Uruguay,CI,"8132769-3",2025-02-13 00:00:00.000,2025-07-22 00:00:00.000
c8c925c0-b120-404a-bc46-b943bf96a2e9,Pánfilo,Cabrero,M,41,pánfilo.cabrero81@example.com,Las Piedras,Av. Rivera 2088,"69829",Uruguay,Uruguay,CI,"3237058-7",2024-07-05 00:00:00.000,2025-06-21 00:00:00.000
f22c29d7-9bcf-462c-9ecf-fe6078a3d3ad,Manu,Uribe,F,50,manu.uribe88@example.com,Mercedes,Gral. Flores 9076,"68446",Uruguay,Uruguay,CI,"3670226-7",2024-07-04 00:00:00.000,2024-09-22 00:00:00.000
e9a584a0-0775-4e0b-8b77-be00562bb3c8,Miguel Ángel,Moya,M,46,miguel ángel.moya91@example.com,Rivera,Av. Rivera 8640,"73517",Uruguay,Uruguay,CI,"5013879-4",2024-04-23 00:00:00.000,2024-06-11 00:00:00.000
ee5a1b31-16b8-48d5-8721-42f7c0b34d10,Emperatriz,Lucas,F,18,emperatriz.lucas40@example.com,Rivera,Camino Maldonado 5338,"80798",Uruguay,Uruguay,CI,"2351868-2",2025-08-27 00:00:00.000,2025-08-29 00:00:00.000
"43efc9ae-d5e1-45cd-b88b-121883e1a868",Oriana,Pinilla,F,18,oriana.pinilla98@example.com,Paysandú,Av. Italia 3605,"18418",Argentina,Argentina,Doc. Extranjero,OLQC3O18,2023-07-06 00:00:00.000,2024-10-20 00:00:00.000
e9d9efe1-e5f1-45e3-807e-0c28afbb863b,Noemí,Valls,F,25,noemí.valls10@example.com,Maldonado,Camino Maldonado 6489,"64921",Uruguay,Uruguay,CI,"4700025-7",2025-07-03 00:00:00.000,2025-07-03 00:00:00.000
e1b66612-5f93-48e1-ad6b-2aef3dc0cdc1,Zaira,Heredia,F,18,zaira.heredia72@example.com,Montevideo,Gral. Flores 5607,"97670",Uruguay,Uruguay,CI,"7783308-2",2024-01-03 00:00:00.000,2024-05-12 00:00:00.000
b0d06b8a-ad36-4a4a-bb05-97aaf412cdc1,Ignacio,Torrijos,M,25,ignacio.torrijos60@example.com,Montevideo,Av. 18 de Julio 7122,"27786",Uruguay,Uruguay,CI,"8746014-2",2025-06-10 00:00:00.000,2025-07-07 00:00:00.000
cb5eac63-e156-4f5d-bf75-9d34aea5f0ce,Mar,Bernat,F,24,mar.bernat51@example.com,Las Piedras,Gral. Flores 5455,"54236",Argentina,Argentina,Doc. Extranjero,"1N13JCAT",2024-11-19 00:00:00.000,2025-06-05 00:00:00.000
"2c4e34eb-c7d4-4072-8ff6-b60a8e9bc7e8",Nico,Carrasco,M,26,nico.carrasco93@example.com,Montevideo,Av. Rivera 608,"42411",Uruguay,Uruguay,CI,"4344717-0",2024-09-16 00:00:00.000,2025-07-16 00:00:00.000
"6ae8f3c1-59a9-4758-ae40-b45ec2e54fb8",Leopoldo,Balaguer,M,31,leopoldo.balaguer26@example.com,Melo,Av. Italia 1974,"83920",Uruguay,Uruguay,CI,"4656838-7",2025-05-28 00:00:00.000,2025-05-28 00:00:00.000
"2426f063-58ad-4ce5-b1cf-8cedb61c557b",Martirio,Millán,F,35,martirio.millán31@example.com,Salto,Av. Rivera 2783,"50768",Argentina,Argentina,Doc. Extranjero,DALY8OZC,2023-07-31 00:00:00.000,2025-03-16 00:00:00.000
"50eb7160-4d06-47f2-ac3e-6fd672597d08",Buenaventura,Alcántara,M,43,buenaventura.alcántara99@example.com,Rivera,Av. Rivera 9937,"25866",Uruguay,Uruguay,CI,"1689025-5",2023-09-25 00:00:00.000,2025-01-02 00:00:00.000
d49a3682-9fe4-448c-bfe8-44769af28e6b,Noemí,Piquer,F,46,noemí.piquer18@example.com,Mercedes,Av. Italia 5690,"11658",Uruguay,Uruguay,CI,"8047416-7",2025-05-04 00:00:00.000,2025-06-19 00:00:00.000
e5d2dc34-cc8d-4683-9f38-81477e447321,Íngrid,Torres,F,24,íngrid.torres91@example.com,Melo,Av. Italia 2606,"67080",Argentina,Argentina,Doc. Extranjero,GSXW71Q3,2023-09-24 00:00:00.000,2024-01-13 00:00:00.000
"41f78827-a8ab-446e-9f54-98a93008db9c",Nazaret,Gras,F,38,nazaret.gras41@example.com,Salto,Camino Maldonado 7485,"41963",Uruguay,Uruguay,CI,"8796514-9",2023-10-04 00:00:00.000,2025-07-22 00:00:00.000
fca71205-a94c-42bc-8fa0-671ef679f021,María Cristina,Ocaña,F,38,maría cristina.ocaña13@example.com,Melo,Av. Rivera 5425,"33834",USA,USA,Doc. Extranjero,RMJKV5US,2023-06-08 00:00:00.000,2023-10-15 00:00:00.000
"4775aa71-53c3-4906-881d-3f9dc9ea2dc9",Rafael,Rosales,M,31,rafael.rosales62@example.com,Melo,Rambla República 4037,"72402",Uruguay,Uruguay,CI,"9234615-7",2024-05-11 00:00:00.000,2025-02-02 00:00:00.000
"1f75ceb7-de5d-4653-8109-0df64886d451",Nidia,Montoya,F,19,nidia.montoya38@example.com,Tacuarembó,Av. Italia 4086,"50135",Uruguay,Uruguay,CI,"7191135-7",2024-01-31 00:00:00.000,2025-04-26 00:00:00.000
"3a239e00-3a8d-4037-bc0a-7537eeda9ace",Cecilia,Gascón,F,22,cecilia.gascón80@example.com,Maldonado,Camino Maldonado 7534,"45509",Uruguay,Uruguay,CI,"6144280-4",2023-01-31 00:00:00.000,2024-02-03 00:00:00.000
"3d8f702d-3729-44eb-afef-c0457abd0cd8",Cirino,Viña,M,28,cirino.viña50@example.com,Salto,Av. Italia 8879,"34267",Francia,Francia,Doc. Extranjero,G0JV1V93,2024-08-14 00:00:00.000,2025-07-10 00:00:00.000
"343200f6-0dda-48e6-b37c-8b7bc4c1fa17",Renata,Vallejo,F,35,renata.vallejo32@example.com,Rivera,Av. 18 de Julio 8851,"26591",Uruguay,Uruguay,CI,"5602180-0",2023-11-14 00:00:00.000,2024-12-20 00:00:00.000
d694cc19-7bea-4540-9daf-3e43f806c4f8,Darío,Ruano,M,49,darío.ruano91@example.com,Melo,Av. 18 de Julio 300,"85243",Uruguay,Uruguay,CI,"5770422-7",2024-07-18 00:00:00.000,2024-10-07 00:00:00.000
"6e8b3567-486c-4218-9e6e-915fa2b0e3d2",Macaria,Jiménez,F,22,macaria.jiménez33@example.com,Montevideo,Camino Maldonado 7927,"24953",Uruguay,Uruguay,CI,"2096280-6",2025-01-02 00:00:00.000,2025-08-04 00:00:00.000
e7b6ffa0-d5fd-4021-bb0c-1725ad0d45c2,Urbano,Perez,M,37,urbano.perez29@example.com,Paysandú,Av. Rivera 9321,"49824",USA,USA,Doc. Extranjero,DIUOVW1N,2024-03-24 00:00:00.000,2024-09-05 00:00:00.000
a1c04011-f6ca-485c-9bf8-191a5ad455c1,Fabiana,Tejada,F,26,fabiana.tejada49@example.com,Montevideo,Rambla República 1725,"37235",Uruguay,Uruguay,CI,"4540415-4",2024-11-15 00:00:00.000,2025-04-16 00:00:00.000
"6c74f4e6-bdab-4a07-942a-f7198e539383",Jose Manuel,Hernandez,M,62,jose manuel.hernandez40@example.com,Paysandú,Rambla República 1329,"30517",Argentina,Argentina,Doc. Extranjero,AQVKIZZQ,2023-09-28 00:00:00.000,2024-09-21 00:00:00.000
"5c0ba661-939a-4d43-821a-5851d96a2a33",Brunilda,Peláez,F,27,brunilda.peláez90@example.com,Las Piedras,Gral. Flores 1980,"81376",Uruguay,Uruguay,CI,"4771676-2",2025-05-16 00:00:00.000,2025-07-10 00:00:00.000
bd48d9cf-97a0-4e4c-8b8f-9034c5d68f38,Félix,Diaz,M,53,félix.diaz17@example.com,Paysandú,Av. Rivera 5139,"87993",Uruguay,Uruguay,CI,"5842082-7",2024-04-18 00:00:00.000,2025-04-14 00:00:00.000
"455bb0f0-028f-416f-abdf-7e192949577c",Rosa,Lloret,F,35,rosa.lloret99@example.com,Tacuarembó,Camino Maldonado 8299,"80776",España,España,Doc. Extranjero,RCBPLJD8,2024-02-26 00:00:00.000,2024-06-26 00:00:00.000
"5d1b96e1-8454-4b48-ae2b-bc770ee5b570",Coral,Belda,F,32,coral.belda83@example.com,Montevideo,Av. Rivera 2970,"71669",Uruguay,Uruguay,CI,"9706768-7",2025-05-05 00:00:00.000,2025-07-13 00:00:00.000
"535b1918-132f-4c80-a1ee-d624904b66d1",Anunciación,Benitez,F,54,anunciación.benitez91@example.com,Melo,Av. 18 de Julio 7800,"55607",Uruguay,Uruguay,CI,"7850944-5",2023-03-04 00:00:00.000,2025-05-02 00:00:00.000
"373bed6d-252e-4485-9b7a-81b9fab851ef",Agustín,Sastre,M,36,agustín.sastre52@example.com,Tacuarembó,Av. Italia 8217,"47777",Uruguay,Uruguay,CI,"7718473-8",2024-04-21 00:00:00.000,2025-03-21 00:00:00.000
"88628cf4-49a7-448e-a7f9-490aebd541b4",Berto,Iglesia,M,55,berto.iglesia50@example.com,Rivera,Camino Maldonado 1999,"62976",Uruguay,Uruguay,CI,"9633492-0",2025-08-04 00:00:00.000,2025-09-02 00:00:00.000
"445a0f94-5a9d-4441-a8a5-122910fcbcf8",Nilda,Sanz,F,18,nilda.sanz16@example.com,Las Piedras,Rambla República 6027,"91609",Uruguay,Uruguay,CI,"9363326-7",2024-10-19 00:00:00.000,2025-08-30 00:00:00.000
"8c32b4c9-8636-465a-953b-e781fd0e2d7f",Georgina,Samper,F,18,georgina.samper80@example.com,Paysandú,Camino Maldonado 7278,"73532",España,España,Doc. Extranjero,E9VIFTTD,2024-09-16 00:00:00.000,2025-04-21 00:00:00.000
"6e08bdf5-ad9b-4663-a176-1b4dfb6d5033",Julio,Carmona,M,34,julio.carmona92@example.com,Paysandú,Gral. Flores 4881,"76698",USA,USA,Doc. Extranjero,ZORQQFGV,2023-01-21 00:00:00.000,2024-04-13 00:00:00.000
eb3f836f-7dfb-4e6b-936a-a722a8f7adf7,Norberto,Jimenez,M,45,norberto.jimenez45@example.com,Tacuarembó,Camino Maldonado 8418,"45018",Uruguay,Uruguay,CI,"1043037-4",2024-07-05 00:00:00.000,2025-01-20 00:00:00.000
ea06aef9-7df0-4b95-a66e-f1aa5ab258b5,José,Gual,F,20,josé.gual29@example.com,Melo,Rambla República 8035,"55236",Uruguay,Uruguay,CI,"6577416-8",2024-03-27 00:00:00.000,2025-08-11 00:00:00.000
c865e7e3-15fd-4fc3-94ed-843abfea0278,Armida,Olivé,F,42,armida.olivé51@example.com,Las Piedras,Av. Italia 4012,"84946",Uruguay,Uruguay,CI,"7425184-3",2023-06-30 00:00:00.000,2024-11-19 00:00:00.000
fb4f6843-a41b-4418-9756-d019f747ebc2,Cayetana,Almansa,F,19,cayetana.almansa70@example.com,Tacuarembó,Gral. Flores 2592,"74923",Uruguay,Uruguay,CI,"1621086-2",2023-04-13 00:00:00.000,2023-12-31 00:00:00.000
"8425cd21-f154-4a4f-92a3-ff2e98bb0610",Javi,Andrés,M,38,javi.andrés66@example.com,Salto,Rambla República 7586,"12011",Brasil,Brasil,Doc. Extranjero,"0OXFQ8MY",2023-02-05 00:00:00.000,2025-01-29 00:00:00.000
"00ad302e-c73d-4367-8fc9-d8146c1b0390",Marcela,Villar,F,46,marcela.villar96@example.com,Mercedes,Gral. Flores 5288,"92155",Uruguay,Uruguay,CI,"9186400-8",2023-02-26 00:00:00.000,2023-08-13 00:00:00.000
"02dcd876-3f24-4771-bb24-9c91d1252a4f",Tadeo,Vergara,M,55,tadeo.vergara90@example.com,Rivera,Bulevar Artigas 1580,"66881",Uruguay,Uruguay,CI,"2651601-1",2024-08-06 00:00:00.000,2025-05-13 00:00:00.000
d0c96d07-b16b-4763-8a77-d63f16252d45,Sol,Olivera,F,39,sol.olivera13@example.com,Montevideo,Camino Maldonado 1019,"48452",Uruguay,Uruguay,CI,"7014016-5",2025-07-01 00:00:00.000,2025-08-27 00:00:00.000
"1fa18b1a-4648-463c-8ecc-a27d42768acf",José María,Solsona,M,38,josé maría.solsona77@example.com,Tacuarembó,Rambla República 3050,"32280",Uruguay,Uruguay,CI,"3937176-1",2024-02-13 00:00:00.000,2024-11-07 00:00:00.000
"04e9f653-65fc-4527-a61e-a6fe57fbf56e",Martin,Nogueira,M,18,martin.nogueira73@example.com,Paysandú,Bulevar Artigas 7655,"93611",Argentina,Argentina,Doc. Extranjero,JJA26YFP,2024-11-09 00:00:00.000,2024-11-15 00:00:00.000
f06914bb-0553-41e5-8517-bc666124a234,Eloísa,Diego,F,57,eloísa.diego98@example.com,Rivera,Gral. Flores 5049,"36111",Uruguay,Uruguay,CI,"7454081-7",2024-11-11 00:00:00.000,2024-11-14 00:00:00.000
"275d9d92-d272-4ae5-891e-ea4ed9d2aa00",Lidia,Arnau,F,32,lidia.arnau83@example.com,Maldonado,Rambla República 4947,"48696",Uruguay,Uruguay,CI,"1368085-6",2025-07-26 00:00:00.000,2025-07-27 00:00:00.000
be5e5e45-2fa4-4912-b1ff-9c96ab5780e2,Vito,Chaves,M,43,vito.chaves87@example.com,Melo,Av. Rivera 4789,"40162",Uruguay,Uruguay,CI,"6910964-3",2024-03-25 00:00:00.000,2024-04-14 00:00:00.000
d3d5f661-9688-4524-98d5-161d0ebc4c58,Trinidad,Girona,F,22,trinidad.girona96@example.com,Paysandú,Av. Italia 1691,"92242",Argentina,Argentina,Doc. Extranjero,XLPU0DK0,2025-06-09 00:00:00.000,2025-08-02 00:00:00.000
f7f81c5a-29ac-4bd7-85ae-e2cd6460ffff,Fabio,Giralt,M,34,fabio.giralt79@example.com,Maldonado,Rambla República 8321,"45720",Uruguay,Uruguay,CI,"3760597-4",2024-07-20 00:00:00.000,2025-06-12 00:00:00.000
"02ca2ee2-ad65-4df8-9f91-b3911aad3384",Anunciación,Bustamante,F,46,anunciación.bustamante24@example.com,Melo,Av. 18 de Julio 2406,"39571",Uruguay,Uruguay,CI,"7667458-8",2024-07-23 00:00:00.000,2024-08-28 00:00:00.000
cb002dc6-b10e-4893-8a90-cb391e41f8ba,Socorro,Burgos,F,43,socorro.burgos11@example.com,Rivera,Rambla República 2124,"69609",Uruguay,Uruguay,CI,"7183841-4",2025-01-30 00:00:00.000,2025-08-10 00:00:00.000
"53d4ba12-4502-4ec1-af23-2fc8aeb26b24",Alba,Urrutia,F,35,alba.urrutia23@example.com,Las Piedras,Gral. Flores 510,"91205",Uruguay,Uruguay,CI,"6503032-9",2024-02-04 00:00:00.000,2024-03-13 00:00:00.000
"3c8a4c7c-320f-4499-bbfb-6af8a8bef6bd",Encarna,Garcia,F,18,encarna.garcia99@example.com,Rivera,Av. Italia 6789,"25292",Uruguay,Uruguay,CI,"3345069-0",2025-09-05 00:00:00.000,2025-09-05 00:00:00.000
"7fc357b3-f5c1-4224-969a-85110cffe00b",Inés,Lumbreras,F,26,inés.lumbreras24@example.com,Salto,Bulevar Artigas 8907,"27781",Uruguay,Uruguay,CI,"7520395-7",2025-04-16 00:00:00.000,2025-07-30 00:00:00.000
"6c1bf1fb-0b7d-4d77-857f-58184acafd13",Ernesto,Quintana,M,23,ernesto.quintana63@example.com,Salto,Av. Rivera 8117,"90694",Brasil,Brasil,Doc. Extranjero,O8BNP84D,2024-02-15 00:00:00.000,2025-04-04 00:00:00.000
"75b8b13a-70b8-466a-807e-5a70743c3dc4",Alicia,Blanes,F,25,alicia.blanes17@example.com,Tacuarembó,Camino Maldonado 3209,"26011",Uruguay,Uruguay,CI,"8628891-1",2023-04-04 00:00:00.000,2025-05-21 00:00:00.000
e443826a-cd1a-436f-bcc1-8dbd43656ea0,Manuel,Soto,M,38,manuel.soto16@example.com,Maldonado,Bulevar Artigas 2163,"84000",Uruguay,Uruguay,CI,"4442778-1",2024-11-12 00:00:00.000,2025-01-01 00:00:00.000
